,horse_id
2499,209939
2500,365684
2501,423088
2502,438501
2503,382443
2504,336831
2505,209795
2506,187514
2507,407305
2508,449416
2509,444333
2510,462306
2511,217355
2512,146849
2513,420978
2514,422441
2515,424312
2516,481061
2517,506566
2518,475634
2519,191946
2520,419677
2521,461491
2522,196760
2523,416849
2524,182113
2525,202675
2526,210911
2527,347356
2528,379042
2529,386439
2530,386568
2531,397558
2532,408039
2533,408041
2534,412756
2535,415125
2536,415671
2537,421295
2538,421773
2539,432018
2540,444590
2541,449757
2542,480281
2543,483513
2544,484948
2545,486266
2546,493179
2547,381703
2548,503634
2549,468177
2550,431908
2551,458367
2552,464075
2553,442908
2554,443084
2555,464110
2556,468570
2557,483558
2558,483559
2559,486277
2560,493615
2561,493666
2562,506456
2563,508652
2564,80151
2565,121067
2566,513605
2567,469073
2568,358614
2569,93594
2570,5523
2571,481786
2572,511582
2573,518776
2574,496417
2575,421635
2576,168085
2577,426549
2578,6737
2579,471253
2580,441707
2581,509048
2582,457981
2583,6628
2584,215998
2585,504
2586,68757
2587,513588
2588,438291
2589,493930
2590,516252
2591,491450
2592,1890
2593,23476
2594,61476
2595,183803
2596,469141
2597,48985
2598,48588
2599,490535
2600,387711
2601,30435
2602,443726
2603,215827
2604,172352
2605,187871
2606,155640
2607,149234
2608,30435
2609,509048
2610,7184
2611,52899
2612,508601
2613,520255
2614,392165
2615,339856
2616,410708
2617,6377
2618,476297
2619,434864
2620,45425
2621,368663
2622,388205
2623,453135
2624,115134
2625,485836
2626,28759
2627,53621
2628,491115
2629,158176
2630,453631
2631,502579
2632,518317
2633,26301
2634,483496
2635,450675
2636,451773
2637,500705
2638,508082
2639,188270
2640,508996
2641,470494
2642,470199
2643,6516
2644,467738
2645,485619
2646,500237
2647,483611
2648,495161
2649,462293
2650,447970
2651,482386
2652,490706
2653,205766
2654,423213
2655,438994
2656,505853
2657,53091
2658,86201
2659,9837
2660,517807
2661,456627
2662,508992
2663,487717
2664,456679
2665,401949
2666,348521
2667,401637
2668,482462
2669,210372
2670,517367
2671,458556
2672,460937
2673,437648
2674,388969
2675,169196
2676,161624
2677,76762
2678,28036
2679,32273
2680,424336
2681,32039
2682,6956
2683,93050
2684,517138
2685,437200
2686,503544
2687,197054
2688,65253
2689,12955
2690,508647
2691,121391
2692,78227
2693,485287
2694,475601
2695,195680
2696,51436
2697,52593
2698,491187
2699,11660
2700,342274
2701,391410
2702,426549
2703,437646
2704,437641
2705,445410
2706,437648
2707,366189
2708,342428
2709,15574
2710,430032
2711,513588
2712,458018
2713,461491
2714,461510
2715,461553
2716,474003
2717,474005
2718,476297
2719,484237
2720,493718
2721,496193
2722,161625
2723,436400
2724,506764
2725,400490
2726,23160
2727,212371
2728,155911
2729,30053
2730,500704
2731,434047
2732,419409
2733,473394
2734,519444
2735,168892
2736,383495
2737,508992
2738,169196
2739,394681
2740,386733
2741,492772
2742,492070
2743,193427
2744,52016
2745,409441
2746,341203
2747,519159
2748,450612
2749,364702
2750,52416
2751,34536
2752,496889
2753,184170
2754,22094
2755,519986
2756,519987
2757,121391
2758,414280
2759,478481
2760,480894
2761,198540
2762,200840
2763,31414
2764,50331
2765,130
2766,24802
2767,344122
2768,475601
2769,416961
2770,143053
2771,130
2772,7826
2773,844
2774,517786
2775,490889
2776,422027
2777,131106
2778,169506
2779,11335
2780,132919
2781,158176
2782,383576
2783,214726
2784,464779
2785,505072
2786,422656
2787,472240
2788,6956
2789,503544
2790,65253
2791,210373
2792,6516
2793,492070
2794,128458
2795,501942
2796,25351
2797,459240
2798,491187
2799,516845
2800,496353
2801,53057
2802,133196
2803,502319
2804,451754
2805,341203
2806,507659
2807,520075
2808,431399
2809,512398
2810,5500
2811,140201
2812,10921
2813,93594
2814,471144
2815,428660
2816,491787
2817,456389
2818,444098
2819,444928
2820,37248
2821,422027
2822,213583
2823,450612
2824,460684
2825,519955
2826,495516
2827,40214
2828,173974
2829,9132
2830,191393
2831,394902
2832,401637
2833,423380
2834,434864
2835,458556
2836,468177
2837,482379
2838,485836
2839,514897
2840,515191
2841,496417
2842,517039
2843,445723
2844,453998
2845,450931
2846,486614
2847,62792
2848,482482
2849,427279
2850,433490
2851,433306
2852,386789
2853,441498
2854,87258
2855,375986
2856,458552
2857,401949
2858,388969
2859,210372
2860,145904
2861,456627
2862,455272
2863,200039
2864,43297
2865,1198
2866,517807
2867,517367
2868,487717
2869,359544
2870,174851
2871,501035
2872,461788
2873,7184
2874,28759
2875,396955
2876,501942
2877,509579
2878,515577
2879,422411
2880,518738
2881,444928
2882,4580
2883,519623
2884,57444
2885,392243
2886,450442
2887,508928
2888,5007
2889,209922
2890,450442
2891,119288
2892,213555
2893,10908
2894,433040
2895,508840
2896,496109
2897,473517
2898,9208
2899,470683
2900,478481
2901,45425
2902,158755
2903,400490
2904,441708
2905,96437
2906,508601
2907,559
2908,351612
2909,1428
2910,458530
2911,184417
2912,26830
2913,496756
2914,30053
2915,339
2916,508928
2917,474389
2918,165581
2919,210373
2920,460937
2921,148932
2922,132062
2923,366723
2924,520255
2925,21203
2926,517658
2927,494987
2928,162110
2929,517367
2930,161624
2931,9761
2932,471042
2933,514960
2934,402428
2935,392165
2936,418779
2937,374863
2938,441340
2939,443284
2940,134647
2941,440868
2942,470494
2943,203495
2944,326106
2945,433040
2946,457981
2947,481936
2948,517138
2949,495516
2950,423794
2951,517658
2952,496889
2953,410708
2954,185192
2955,387711
2956,410723
2957,434238
2958,436400
2959,471144
2960,483496
2961,451773
2962,215827
2963,23323
2964,486944
2965,56382
2966,335392
2967,145691
2968,470449
2969,66389
2970,433306
2971,394681
2972,143053
2973,518785
2974,54638
2975,86179
2976,155448
2977,80125
2978,502579
2979,75131
2980,85512
2981,306210
2982,85510
2983,322123
2984,133075
2985,447519
2986,6257
2987,102635
2988,305896
2989,112545
2990,35279
2991,66903
2992,64760
2993,82400
2994,3389
2995,425642
2996,195680
2997,209377
2998,149234
2999,53091
3000,132062
3001,201450
3002,103966
3003,121670
3004,9124
3005,6042
3006,502972
3007,507583
3008,40548
3009,506935
3010,335964
3011,165997
3012,6638
3013,490706
3014,155911
3015,505164
3016,9767
3017,212634
3018,474842
3019,166851
3020,213557
3021,514296
3022,28229
3023,131455
3024,13348
3025,390225
3026,461649
3027,13341
3028,474389
3029,77793
3030,197054
3031,386348
3032,485287
3033,495734
3034,348523
3035,213557
3036,455272
3037,77965
3038,508082
3039,370950
3040,391597
3041,501035
3042,418600
3043,389140
3044,68757
3045,53552
3046,364960
3047,442541
3048,23160
3049,44091
3050,83068
3051,184170
3052,396893
3053,413984
3054,25504
3055,479814
3056,425615
3057,6385
3058,828
3059,186240
3060,7219
3061,86147
3062,131455
3063,493930
3064,506544
3065,508647
3066,80151
3067,502972
3068,369118
3069,10138
3070,507936
3071,450675
3072,501959
3073,496101
3074,162849
3075,503966
3076,396606
3077,6840
3078,366143
3079,447970
3080,448502
3081,457520
3082,490643
3083,473123
3084,134647
3085,458530
3086,481360
3087,2316
3088,519607
3089,469285
3090,828
3091,86801
3092,144180
3093,351416
3094,49696
3095,439427
3096,115134
3097,408721
3098,366166
3099,10518
3100,1890
3101,492941
3102,483808
3103,82400
3104,505648
3105,499224
3106,508718
3107,486625
3108,397671
3109,145950
3110,33002
3111,180323
3112,513895
3113,516252
3114,6377
3115,21203
3116,13786
3117,21131
3118,141125
3119,505529
3120,516097
3121,60983
3122,34536
3123,519702
3124,470336
3125,477856
3126,483404
3127,385583
3128,492946
3129,491450
3130,182725
3131,417609
3132,425073
3133,474396
3134,480485
3135,58698
3136,386068
3137,14696
3138,79995
3139,135161
3140,170451
3141,35369
3142,45569
3143,452985
3144,9156
3145,518737
3146,494987
3147,515892
3148,407893
3149,6074
3150,180961
3151,472639
3152,503966
3153,146499
3154,474842
3155,412751
3156,517259
3157,351421
3158,459683
3159,86838
3160,368422
3161,396606
3162,115718
3163,64762
3164,503818
3165,418715
3166,102558
3167,195411
3168,26830
3169,21637
3170,386068
3171,411812
3172,515892
3173,738
3174,180961
3175,212371
3176,183950
3177,515578
3178,418282
3179,514754
3180,61116
3181,487229
3182,509040
3183,393263
3184,182647
3185,140915
3186,477221
3187,386348
3188,187677
3189,71922
3190,149775
3191,191948
3192,441927
3193,518784
3194,503818
3195,375385
3196,27644
3197,13341
3198,38176
3199,22951
3200,8504
3201,119811
3202,162856
3203,440295
3204,499249
3205,7925
3206,52221
3207,512930
3208,510431
3209,145843
3210,502800
3211,7925
3212,217802
3213,519987
3214,517856
3215,119811
3216,145691
3217,427311
3218,402048
3219,413984
3220,186980
3221,37734
3222,391597
3223,470449
3224,517858
3225,519986
3226,507749
3227,349037
3228,508129
3229,369118
3230,508129
3231,470199
3232,496209
3233,502800
3234,450201
3235,459683
3236,449521
3237,463814
3238,9767
3239,516097
3240,514296
3241,449628
3242,9156
3243,193427
3244,118890
3245,45569
3246,427311
3247,63752
3248,496857
3249,149912
3250,440583
3251,379222
3252,411546
3253,366143
3254,21263
3255,369092
3256,738
3257,496353
3258,133746
3259,13046
3260,193991
3261,144180
3262,107389
3263,2812
3264,417093
3265,439427
3266,22951
3267,471611
3268,439504
3269,21263
3270,424781
3271,347943
3272,23323
3273,208502
3274,165581
3275,134647
3276,13319
3277,518772
3278,409516
3279,445044
3280,406128
3281,54690
3282,382167
3283,498237
3284,416338
3285,52221
3286,141184
3287,104981
3288,386068
3289,468513
3290,146499
3291,37248
3292,145950
3293,37734
3294,84323
3295,120200
3296,418600
3297,382167
3298,166872
3299,165997
3300,128458
3301,385305
3302,351421
3303,368836
3304,166618
3305,37248
3306,9988
3307,107058
3308,166872
3309,165997
3310,491912
3311,112426
3312,479884
3313,502832
3314,471296
3315,67455
3316,54690
3317,385583
3318,298704
3319,425642
3320,432745
3321,86092
3322,13352
3323,472639
3324,452985
3325,467208
3326,468517
3327,487229
3328,496209
3329,519241
3330,498588
3331,506407
3332,25351
3333,484979
3334,503851
3335,509888
3336,515465
3337,51170
3338,517257
3339,183600
3340,461788
3341,185385
3342,423755
3343,517678
3344,54638
3345,59918
3346,470740
3347,509888
3348,472835
3349,402428
3350,6092
3351,509891
3352,512541
3353,186174
3354,81491
3355,171281
3356,447377
3357,116535
3358,382189
3359,7330
3360,445044
3361,502741
3362,21046
3363,458367
3364,437002
3365,450935
3366,182725
3367,458120
3368,513605
3369,518785
3370,469073
3371,358614
3372,5523
3373,481786
3374,511582
3375,518776
3376,421635
3377,168085
3378,471253
3379,441707
3380,6628
3381,215998
3382,438291
3383,119288
3384,120498
3385,490427
3386,469141
3387,490535
3388,349037
3389,447883
3390,86092
3391,514754
3392,2316
3393,474396
3394,6092
3395,30435
3396,7330
3397,509048
3398,163078
3399,458367
3400,163078
3401,495734
3402,339856
3403,499480
3404,5523
3405,149991
3406,183950
3407,217802
3408,377818
3409,418779
3410,163078
3411,3136
3412,473123
3413,499480
3414,342199
3415,99255
3416,453631
3417,66990
3418,170650
3419,317604
3420,382703
3421,462885
3422,165150
3423,411776
3424,335775
3425,182882
3426,451805
3427,392112
3428,500705
3429,108469
3430,453135
3431,470740
3432,188270
3433,148093
3434,518188
3435,469073
3436,205766
3437,473517
3438,85872
3439,96437
3440,38176
3441,437846
3442,134647
3443,165581
3444,424336
3445,145843
3446,32039
3447,441676
3448,481110
3449,93050
3450,12955
3451,379222
3452,450199
3453,72695
3454,99334
3455,165581
3456,516988
3457,445632
3458,506764
3459,440295
3460,416410
3461,431203
3462,140357
3463,426966
3464,436503
3465,500704
3466,434047
3467,406975
3468,135048
3469,419409
3470,204278
3471,519444
3472,168892
3473,47339
3474,383495
3475,508992
3476,517439
3477,486638
3478,492772
3479,52016
3480,409441
3481,61556
3482,31556
3483,25487
3484,206399
3485,13485
3486,13319
3487,13046
3488,498740
3489,420289
3490,463342
3491,430644
3492,482209
3493,432961
3494,432792
3495,464834
3496,473157
3497,414251
3498,430372
3499,438058
3500,464836
3501,472387
3502,503037
3503,473164
3504,449620
3505,482215
3506,429247
3507,470296
3508,468847
3509,473147
3510,485586
3511,440538
3512,449583
3513,463344
3514,498747
3515,457306
3516,473149
3517,426859
3518,498737
3519,68676
3520,449621
3521,31910
3522,34942
3523,34975
3524,68671
3525,57652
3526,519159
3527,500704
3528,24511
3529,491912
3530,13312
3531,364702
3532,443588
3533,6074
3534,378201
3535,492772
3536,205766
3537,200840
3538,24802
3539,344122
3540,475601
3541,471253
3542,517786
3543,490889
3544,169506
3545,3136
3546,11335
3547,132919
3548,158176
3549,464779
3550,505072
3551,422656
3552,6956
3553,503544
3554,65253
3555,364121
3556,6516
3557,483808
3558,121747
3559,11804
3560,492070
3561,52899
3562,67455
3563,1811
3564,460682
3565,411561
3566,427681
3567,459240
3568,385305
3569,201584
3570,390040
3571,491187
3572,516845
3573,515578
3574,149775
3575,502319
3576,494387
3577,138342
3578,13312
3579,341203
3580,156582
3581,484979
3582,186982
3583,512398
3584,506598
3585,5500
3586,93594
3587,464779
3588,476474
3589,422027
3590,213583
3591,450612
3592,460684
3593,9132
3594,4104
3595,519159
3596,518784
3597,519444
3598,102558
3599,417093
3600,11335
3601,339856
3602,158176
3603,369092
3604,422027
3605,200131
3606,1198
3607,492070
3608,349727
3609,213583
3610,196391
3611,518339
3612,439701
3613,197837
3614,194390
3615,463814
3616,359544
3617,180566
3618,174851
3619,498496
3620,7184
3621,28759
3622,396955
3623,501942
3624,509579
3625,515577
3626,422411
3627,518738
3628,444928
3629,4580
3630,519623
3631,392243
3632,467510
3633,450931
3634,472613
3635,433629
3636,209377
3637,93050
3638,5007
3639,122315
3640,162368
3641,406128
3642,406975
3643,5500
3644,450442
3645,213555
3646,389016
3647,518736
3648,518737
3649,518738
3650,358614
3651,149912
3652,382189
3653,104387
3654,93155
3655,60302
3656,4603
3657,9208
3658,426135
3659,411148
3660,485131
3661,102504
3662,559
3663,35369
3664,351612
3665,488924
3666,1428
3667,348521
3668,387454
3669,438291
3670,482462
3671,508992
3672,509040
3673,162270
3674,86758
3675,158688
3676,468899
3677,403157
3678,425288
3679,207662
3680,369816
3681,371003
3682,411501
3683,130972
3684,515577
3685,52910
3686,56382
3687,509579
3688,195411
3689,93594
3690,432091
3691,477856
3692,421635
3693,10908
3694,30053
3695,420978
3696,365684
3697,339
3698,508928
3699,512930
3700,518776
3701,72728
3702,422411
3703,456679
3704,441927
3705,473123
3706,163078
3707,332283
3708,148932
3709,109719
3710,436102
3711,329837
3712,346678
3713,366723
3714,52016
3715,516845
3716,518772
3717,184417
3718,162110
3719,468421
3720,161624
3721,9761
3722,514960
3723,32375
3724,423794
3725,490889
3726,451773
3727,32375
3728,97657
3729,215827
3730,359544
3731,6956
3732,486944
3733,491187
3734,104036
3735,493703
3736,45577
3737,559
3738,433306
3739,493703
3740,1428
3741,30053
3742,502579
3743,461656
3744,444928
3745,3389
3746,195680
3747,169735
3748,149234
3749,419344
3750,201450
3751,157593
3752,159668
3753,168892
3754,172352
3755,187871
3756,215827
3757,216549
3758,351416
3759,423794
3760,442541
3761,517678
3762,121670
3763,328156
3764,406891
3765,443159
3766,471042
3767,507583
3768,517093
3769,505895
3770,15982
3771,506935
3772,502832
3773,501942
3774,364960
3775,453795
3776,396955
3777,509048
3778,517257
3779,515465
3780,482458
3781,4580
3782,490706
3783,519241
3784,155911
3785,505164
3786,175536
3787,92483
3788,212634
3789,485131
3790,24802
3791,447377
3792,426135
3793,4603
3794,517039
3795,519344
3796,28229
3797,168085
3798,461649
3799,519702
3800,13348
3801,355246
3802,350811
3803,341921
3804,483736
3805,382547
3806,392243
3807,351463
3808,193216
3809,197054
3810,188270
3811,485287
3812,486625
3813,433305
3814,420044
3815,421237
3816,6445
3817,355185
3818,496646
3819,423623
3820,319645
3821,182161
3822,90798
3823,115391
3824,89660
3825,80040
3826,357860
3827,471481
3828,508082
3829,505164
3830,375611
3831,375600
3832,190404
3833,175433
3834,195761
3835,131980
3836,370950
3837,419172
3838,186761
3839,438247
3840,485062
3841,480485
3842,501035
3843,389140
3844,492161
3845,6516
3846,486944
3847,449545
3848,390225
3849,60983
3850,396893
3851,481942
3852,461416
3853,428991
3854,519623
3855,508082
3856,174851
3857,344122
3858,63577
3859,471441
3860,10518
3861,429170
3862,472835
3863,186240
3864,500705
3865,131455
3866,493930
3867,351612
3868,508647
3869,80151
3870,502972
3871,10138
3872,507936
3873,505072
3874,101194
3875,201450
3876,9124
3877,433306
3878,450675
3879,501959
3880,496101
3881,169506
3882,467988
3883,467330
3884,130972
3885,166901
3886,411148
3887,42096
3888,422656
3889,478222
3890,496868
3891,434326
3892,422212
3893,507749
3894,65253
3895,6840
3896,153525
3897,499249
3898,200840
3899,409441
3900,450442
3901,447970
3902,339
3903,469285
3904,828
3905,401123
3906,122889
3907,186146
3908,490373
3909,469167
3910,128116
3911,209574
3912,463173
3913,139637
3914,461649
3915,68193
3916,501959
3917,443128
3918,484097
3919,28759
3920,517551
3921,505166
3922,505650
3923,502319
3924,506764
3925,507583
3926,508928
3927,507936
3928,508927
3929,510431
3930,512398
3931,513195
3932,6385
3933,447070
3934,115134
3935,366166
3936,65685
3937,31025
3938,15087
3939,402808
3940,472008
3941,516987
3942,471103
3943,1890
3944,492941
3945,331746
3946,82400
3947,508718
3948,500311
3949,33002
3950,49696
3951,180323
3952,513895
3953,6377
3954,77965
3955,148932
3956,145017
3957,104387
3958,201371
3959,382189
3960,115134
3961,450675
3962,422212
3963,490274
3964,481786
3965,167881
3966,434326
3967,496868
3968,478222
3969,149234
3970,22923
3971,492946
3972,98626
3973,501035
3974,451677
3975,506544
3976,491450
3977,375385
3978,135161
3979,494987
3980,411822
3981,438501
3982,407893
3983,382443
3984,146849
3985,187514
3986,424312
3987,462306
3988,336831
3989,369022
3990,503966
3991,477913
3992,1890
3993,474842
3994,412751
3995,517259
3996,86838
3997,377620
3998,368422
3999,396606
4000,209030
4001,361834
4002,206586
4003,133912
4004,429601
4005,447793
4006,517189
4007,469141
4008,186322
4009,483208
4010,401935
4011,474842
4012,475601
4013,453631
4014,469285
4015,263351
4016,418715
4017,8870
4018,405826
4019,187677
4020,145310
4021,475240
4022,180961
4023,453497
4024,513895
4025,366166
4026,162110
4027,517786
4028,366723
4029,477913
4030,61116
4031,393263
4032,182647
4033,140915
4034,477221
4035,483611
4036,442525
4037,130560
4038,62335
4039,477221
4040,395352
4041,440753
4042,191910
4043,487050
4044,426023
4045,447448
4046,468613
4047,428991
4048,466871
4049,432350
4050,473150
4051,423127
4052,418377
4053,468850
4054,468851
4055,487048
4056,432351
4057,422032
4058,449623
4059,449652
4060,370919
4061,21879
4062,190603
4063,506598
4064,81245
4065,21131
4066,496101
4067,389140
4068,7008
4069,494987
4070,503818
4071,27644
4072,13341
4073,516974
4074,13348
4075,7925
4076,517807
4077,186980
4078,10921
4079,155911
4080,164013
4081,8870
4082,517259
4083,369118
4084,215998
4085,508129
4086,470199
4087,502800
4088,450201
4089,459683
4090,427279
4091,449521
4092,9767
4093,516097
4094,514296
4095,449628
4096,9156
4097,471296
4098,477082
4099,193427
4100,45569
4101,427311
4102,502579
4103,158351
4104,358096
4105,493616
4106,513049
4107,441056
4108,470199
4109,440583
4110,411546
4111,422656
4112,366143
4113,738
4114,496353
4115,133746
4116,133746
4117,180566
4118,107389
4119,493930
4120,467419
4121,515191
4122,457728
4123,485835
4124,485836
4125,485807
4126,401123
4127,472402
4128,468177
4129,470796
4130,401949
4131,482379
4132,418425
4133,394902
4134,423380
4135,434864
4136,458556
4137,194706
4138,434047
4139,449521
4140,1186
4141,490535
4142,195680
4143,15610
4144,439383
4145,23323
4146,515892
4147,425272
4148,459240
4149,208502
4150,420866
4151,61116
4152,162531
4153,518742
4154,511582
4155,503544
4156,508129
4157,61119
4158,74109
4159,505917
4160,485287
4161,440583
4162,515892
4163,451773
4164,440868
4165,81147
4166,191933
4167,49602
4168,450648
4169,468498
4170,416338
4171,60277
4172,52221
4173,508750
4174,465280
4175,514960
4176,460684
4177,128458
4178,481799
4179,314
4180,465280
4181,479884
4182,425272
4183,432745
4184,13352
4185,25351
4186,501960
4187,461788
4188,516097
4189,363668
4190,185385
4191,363668
4192,516035
4193,505529
4194,54638
4195,738
4196,490706
4197,828
4198,331746
4199,431191
4200,510444
4201,6377
4202,478503
4203,55704
4204,445044
4205,49458
4206,21046
4207,136427
4208,411248
4209,141125
4210,135161
4211,518785
4212,8990
4213,468421
4214,450861
4215,134843
4216,6257
4217,213555
4218,314
4219,119288
4220,120498
4221,169371
4222,432043
4223,349037
4224,12955
4225,131455
4226,86092
4227,514754
4228,2316
4229,131455
4230,441896
4231,506935
4232,510992
4233,12955
4234,6092
4235,412751
4236,502800
4237,503966
4238,424754
4239,7330
4240,441707
4241,107389
4242,458367
4243,7588
4244,495734
4245,182897
4246,33002
4247,481110
4248,47763
4249,5523
4250,28229
4251,435812
4252,502800
4253,187517
4254,492938
4255,519607
4256,71922
4257,499480
4258,3389
4259,342199
4260,71922
4261,15959
4262,23323
4263,25351
4264,52910
4265,69469
4266,138540
4267,158351
4268,166308
4269,182075
4270,69004
4271,148093
4272,518188
4273,407893
4274,43210
4275,469073
4276,473517
4277,140915
4278,150894
4279,513605
4280,143153
4281,437846
4282,129117
4283,369088
4284,423500
4285,432745
4286,161878
4287,189477
4288,167378
4289,462248
4290,167379
4291,145843
4292,165181
4293,94127
4294,372788
4295,383489
4296,339572
4297,53437
4298,469260
4299,419278
4300,419278
4301,36207
4302,197941
4303,204270
4304,502800
4305,504127
4306,446651
4307,496556
4308,465572
4309,492847
4310,492840
4311,474883
4312,451344
4313,424082
4314,422746
4315,394097
4316,494146
4317,383564
4318,388942
4319,176860
4320,450199
4321,397380
4322,53743
4323,514754
4324,78656
4325,154662
4326,157073
4327,508814
4328,371565
4329,516988
4330,462333
4331,486730
4332,372785
4333,391604
4334,477251
4335,462273
4336,430053
4337,427185
4338,488656
4339,470907
4340,440236
4341,16324
4342,412428
4343,498967
4344,35616
4345,409824
4346,411770
4347,406192
4348,208297
4349,19466
4350,36508
4351,383578
4352,53232
4353,79105
4354,146926
4355,426510
4356,378029
4357,53313
4358,167420
4359,346886
4360,217030
4361,344723
4362,156643
4363,132919
4364,11750
4365,32039
4366,371563
4367,80151
4368,378352
4369,129974
4370,182934
4371,180961
4372,450199
4373,1198
4374,440295
4375,22536
4376,423500
4377,502972
4378,416410
4379,47339
4380,504908
4381,490835
4382,517439
4383,482378
4384,186240
4385,10138
4386,510992
4387,342199
4388,422656
4389,370950
4390,364702
4391,6840
4392,505529
4393,516097
4394,455924
4395,500704
4396,469073
4397,491912
4398,418715
4399,188936
4400,188936
4401,6092
4402,22536
4403,55704
4404,473517
4405,472008
4406,471103
4407,377620
4408,445044
4409,6074
4410,145904
4411,172207
4412,448407
4413,450612
4414,378201
4415,492772
4416,212634
4417,205766
4418,462466
4419,490835
4420,471253
4421,415333
4422,455924
4423,401949
4424,467197
4425,90993
4426,424336
4427,3136
4428,471253
4429,209030
4430,482511
4431,478503
4432,508718
4433,517010
4434,475550
4435,128107
4436,21046
4437,483808
4438,121747
4439,52899
4440,481240
4441,67455
4442,1811
4443,498165
4444,45569
4445,108749
4446,450201
4447,515578
4448,499480
4449,494387
4450,427311
4451,504986
4452,138342
4453,42716
4454,13312
4455,3136
4456,492772
4457,437846
4458,464779
4459,86092
4460,15879
4461,508431
4462,139924
4463,143423
4464,51598
4465,20187
4466,7925
4467,828
4468,421818
4469,466978
4470,209435
4471,183909
4472,418425
4473,4104
4474,102558
4475,417093
4476,11335
4477,339856
4478,158176
4479,369092
4480,445723
4481,447883
4482,172177
4483,11335
4484,492070
4485,349727
4486,213583
4487,447733
4488,518339
4489,45569
4490,439701
4491,504908
4492,451912
4493,194390
4494,187517
4495,197054
4496,130392
4497,6074
4498,85509
4499,389440
4500,389440
4501,516988
4502,393263
4503,182882
4504,508750
4505,512031
4506,467510
4507,450931
4508,472613
4509,12955
4510,209377
4511,9768
4512,93050
4513,69838
4514,41034
4515,194009
4516,5500
4517,139637
4518,357912
4519,389016
4520,215613
4521,188620
4522,348521
4523,387454
4524,358614
4525,149912
4526,396893
4527,143153
4528,482462
4529,438291
4530,194077
4531,508992
4532,102504
4533,509040
4534,492938
4535,492941
4536,492946
4537,462248
4538,186980
4539,48972
4540,515577
4541,358614
4542,473362
4543,27644
4544,29488
4545,145843
4546,149237
4547,161624
4548,46655
4549,183600
4550,205766
4551,391464
4552,6573
4553,514312
4554,493513
4555,511113
4556,475893
4557,477071
4558,430054
4559,181193
4560,461888
4561,187878
4562,28010
4563,122443
4564,484950
4565,468966
4566,438180
4567,399092
4568,346864
4569,520
4570,507925
4571,515352
4572,380016
4573,474098
4574,120369
4575,13656
4576,422411
4577,456679
4578,482482
4579,52016
4580,180323
4581,423380
4582,158527
4583,184417
4584,194390
4585,515578
4586,366143
4587,20357
4588,119288
4589,411546
4590,490889
4591,32375
4592,488700
4593,97657
4594,47339
4595,13312
4596,432044
4597,131163
4598,153369
4599,359544
4600,121747
4601,121670
4602,54638
4603,6956
4604,439427
4605,351423
4606,204588
4607,419389
4608,80658
4609,447970
4610,439701
4611,158527
4612,81161
4613,491187
4614,104036
4615,149912
4616,559
4617,496353
4618,114276
4619,195784
4620,99620
4621,493703
4622,483808
4623,440583
4624,439701
4625,149912
4626,512044
4627,1428
4628,30053
4629,508647
4630,491912
4631,461656
4632,479815
4633,444928
4634,1771
4635,828
4636,169735
4637,168834
4638,514920
4639,516406
4640,11601
4641,468969
4642,435672
4643,518188
4644,48510
4645,431705
4646,406787
4647,388663
4648,390790
4649,471042
4650,23478
4651,517537
4652,417608
4653,168834
4654,421877
4655,396955
4656,499531
4657,492620
4658,456255
4659,4580
4660,519241
4661,9768
4662,486517
4663,31383
4664,432745
4665,207797
4666,378201
4667,92483
4668,369092
4669,51598
4670,24802
4671,440080
4672,447377
4673,43933
4674,500704
4675,15859
4676,461656
4677,97657
4678,517039
4679,519344
4680,168085
4681,510046
4682,505947
4683,517439
4684,518783
4685,518785
4686,519241
4687,519344
4688,519345
4689,7330
4690,392243
4691,462446
4692,188270
4693,468738
4694,167306
4695,217419
4696,486625
4697,212203
4698,6445
4699,496756
4700,32400
4701,461973
4702,89936
4703,424904
4704,139929
4705,559
4706,485062
4707,468738
4708,480485
4709,434445
4710,492070
4711,209435
4712,492161
4713,6516
4714,92483
4715,95543
4716,486944
4717,390225
4718,60983
4719,24651
4720,392112
4721,154495
4722,461416
4723,30053
4724,508082
4725,174851
4726,209435
4727,344122
4728,10518
4729,440295
4730,429170
4731,518339
4732,472835
4733,500705
4734,420179
4735,351612
4736,162856
4737,387454
4738,456679
4739,480485
4740,505826
4741,139618
4742,438291
4743,457204
4744,482462
4745,505072
4746,101194
4747,201450
4748,9124
4749,515577
4750,433306
4751,441056
4752,69004
4753,483741
4754,447070
4755,78656
4756,508082
4757,491115
4758,513049
4759,493703
4760,158176
4761,32375
4762,445533
4763,422411
4764,415333
4765,483741
4766,174424
4767,416204
4768,472835
4769,495168
4770,169506
4771,461826
4772,441439
4773,60983
4774,350848
4775,67455
4776,518945
4777,396606
4778,1428
4779,489234
4780,459683
4781,130972
4782,134843
4783,495734
4784,389549
4785,89936
4786,495168
4787,81503
4788,107668
4789,478813
4790,23478
4791,517438
4792,508721
4793,389016
4794,96941
4795,489989
4796,93050
4797,507749
4798,65253
4799,499249
4800,200840
4801,450442
4802,120498
4803,52221
4804,148093
4805,154476
4806,9208
4807,52221
4808,148093
4809,154476
4810,120498
4811,339
4812,508721
4813,417203
4814,435623
4815,391664
4816,445645
4817,129969
4818,59070
4819,44566
4820,501959
4821,28759
4822,122315
4823,368422
4824,406975
4825,517551
4826,505166
4827,6385
4828,449628
4829,499478
4830,482665
4831,506015
4832,16658
4833,498067
4834,500291
